,id,target,comment_text,severe_toxicity,obscene,identity_attack,insult,threat,asian,atheist,bisexual,black,buddhist,christian,female,heterosexual,hindu,homosexual_gay_or_lesbian,intellectual_or_learning_disability,jewish,latino,male,muslim,other_disability,other_gender,other_race_or_ethnicity,other_religion,other_sexual_orientation,physical_disability,psychiatric_or_mental_illness,transgender,white,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,sexual_explicit,identity_annotator_count,toxicity_annotator_count
700034,4979082,0.0,you want the flight attendant to become police ? come on think before you say something ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-09 01:34:47.710820+00,55,4978988.0,317869,approved,0,0,0,0,1,0.0,0,4
701756,4981331,0.0,after all why should industry in canada be put to the bother of training canadians ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-09 16:22:58.175819+00,54,,318046,approved,0,0,1,18,5,0.0,0,4
701785,4981363,0.7,first adn stop with the tabloid headlines ! why was it not nine things or eleven things they discussed ? was it more ? i would like to know that i subscribe to a   things youtube channel for free ! i am paying you to present a damn professional newspaper ! second were there any results from the meeting with trump ? nope ? figures our impotent reps with an even more impotent president ,0.0,0.3,0.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-09 16:30:17.596891+00,21,,317843,approved,0,0,0,2,0,0.0,0,10
701848,4981441,0.6,stop your making a fool of yourself their is no proof just alt left outrage ! ! ! the lies and corruption of the dnc hillary nyt cnn msn the swamp and on and on truly learn to think on your own editorial privilege prior to going to print leaked debate questions media acting as opposition by running democratic fed stories dnc railroading berni   million in cash put on a plain for irac etc the deflection games from the drip is pathetic and obvious the establishment was brutally exposed and they are desperate to hit the re  set button to gain any level of credibility fyi lots of new drips and more coming better hang on to your tinfoil hat a little tighter good on wikki leaks for exposing the corruption with any luck prison sentences will be handed out once the drips are fully investigated,0.0,0.0,0.0,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-09 16:37:02.461558+00,54,4981001.0,318008,rejected,0,0,0,0,0,0.0,0,10
703533,4983419,0.0,sylvia is the best thing since sliced bread it gives comfort to taxpayers knowing that her philosophy is to spend prudently and not ever going over budget ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-09 22:12:28.815940+00,22,,318195,approved,0,0,0,1,0,0.0,0,4
704910,4985106,0.0,you said it best and   is quite a small caliber also even santa clause passes out   for the kids in that town at   years old ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-10 07:04:26.983712+00,21,4984423.0,318250,approved,0,0,0,0,0,0.0,0,4
706227,4986757,0.0,where do you get that notion ? maybe because he is more concerned about job growth ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-10 17:39:18.098770+00,54,4985478.0,318270,approved,0,0,0,0,0,0.0,0,4
706628,4987237,0.0,would you like to say something ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-10 19:08:32.313749+00,54,4987208.0,318412,approved,1,0,2,1,0,0.0,0,6
707329,4988070,0.2,i agree with all of the posters here that are critical of how rail has been handled and i also agree that this project is a disaster but i find it hypocritical that these legislators that are so critical of this project are the same ones that keep touting transit oriented development when seeking to re  develop and revitalize areas that this same transit project will serve you cannot have it both ways they say that transit will be an economic boon and then say it a bust in the next sentence typical of lawmakers that want to make themselves look good talking out of both sides of their mouths so what is going to be ? are we moving ahead with transit or are we killing it ? my guess is the hypocritical lawmakers will say we do both impossible make up your minds ,0.0,0.0,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-10 21:48:23.364470+00,55,,318318,approved,0,0,0,1,0,0.0,0,10
708858,4989924,0.4,if we sent enough criminals to mexico maybe mexico would spring for a wall to keep them out ,0.0,0.0,0.2,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-11 09:05:30.084706+00,21,4989205.0,318278,rejected,0,0,0,0,0,0.0,0,10
710166,4991466,0.0,the odds are that i would be a white male from the comments so i assume you were trying to be clever never accused of being a racist bad guess i was also exposed to more ethnic cultures in my working life try   plus which is probably   more then yourself and again racism never came up then again i had the good fortune to deal with open minded people instead of a narrow self righteous anonymous poster ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-03-11 19:07:56.937491+00,54,4990864.0,318617,approved,0,0,0,4,0,0.0,4,4
710712,4992144,0.16666666666666666,yes but that is sort of the old  style coach ranting and clobbering players the college pros that followed wanted more instruction and guidance,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-11 22:11:59.422222+00,54,4991912.0,318551,approved,0,0,0,1,0,0.0,4,6
714869,4997214,0.5,the sheer level of incompetence and stupidity within the journalists academics financial analysts and a large percent of the masses has become the norm us distillate gasoline inventories dropped   million bbls while crude oil inventory went up   million per the latest eia data published last wednesday one would think expect those four groups to understand that you need to look at both inventory of crude and products the story last week was that the us refineries processed less crude oil due to planned seasonal outages the four groups appear to take great delight in their fake news opportunities the financial hft community  it is owned by the banks  made billions of  shorting oil thanks to the incompetence fake news ps us inventory is   million bbls higher than it was   months earlier that is a mere surplus of one hundred thousand bpd in a ninety five million bpd real world market does that equal supply glut ? ? ? ,0.1,0.1,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-13 14:35:04.367989+00,54,,318952,approved,0,0,0,0,1,0.0,0,10
716156,4998714,0.0,this government is broke has spent money it does not have and has made a large number of promises it cannot keep and they are coming after you just look at ontario to see where we are heading no country has ever taxed their way to prosperity but this government is certainly trying there will come a time i think rather quickly when there will be no incentive to save and invest in canada ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-13 18:59:16.693471+00,54,,318995,approved,0,0,1,16,4,0.0,0,4
717587,5000353,0.0,of course there is the comment was made to emphasize america priorities ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14 00:21:47.620076+00,54,4999227.0,318948,approved,0,0,0,0,0,0.0,0,4
719187,5002202,0.2,how can all the illegals have braces ? who pays for all the kids braces i could never have when i was young just the well off could afford ,0.1,0.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14 13:44:15.949849+00,43,,318785,approved,0,0,2,0,0,0.0,0,10
719525,5002573,0.3,is not it hypocritical that those in congress are so eager to cut government entitlements such as medical coverages when they feed at the government trough themselves and enjoy fantastic medical benefits paid for by the very taxpayers they are harming ? ,0.0,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14 15:05:28.083538+00,55,,319079,approved,0,0,0,2,0,0.0,0,10
720663,5003906,0.0,nah we would be too busy hewing wood or bringing forth needed mineral wealth from the earth or crops from the soil to dance ad infinitum gotta take care of business first before the partying begins what with the settlers heading on home but if you want to stay here and keep on whining then at least live up to your side of the agreements and keep a respectful distance from the native children ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14 18:59:13.663535+00,54,5003790.0,319096,approved,0,0,1,0,3,0.0,0,4
720920,5004205,0.0,journalists reporters news presenters  there seems to be a blurry distinction that only donal rumsfeld could differentiate i believe is a news presenter who writes his own material after copying it from the ap wire qualify as a journalist ? how can a journalist escape personal ideological bias by what he includes and excludes in his byline subconsciously or consciously ? does a reporter who says certain words with an inflection a roll of the eyes a smirk that relays an emotion  then qualify as a pundit ? this from google while all reporters are journalists not all journalists are reporters yes all journalism assumes reporting but reporter means something different than columnist or editorial writer generally speaking the job of reporters involves newswriting rather than opiniopn or commentary keep up the noble work of journalism ! ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14 19:59:02.641295+00,22,5001510.0,318993,approved,0,0,0,1,0,0.0,0,4
721120,5004443,0.0,soon the cry of auslnder raus !  will be heard again in europe ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-14 20:49:23.673193+00,54,,319096,rejected,0,0,0,0,2,0.0,0,4
722933,5006555,0.0,investigation from making a decision as a president causing someone to die during a military exercise lmao people like you make me laugh more than any comedy movie ever could ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-15 10:23:54.481713+00,54,5006184.0,319428,rejected,0,0,0,0,0,0.0,4,4
723921,5007703,0.0,nol carryforward educate yourself nols can be carried forward for   years and it totally legal ! imagine that ! http : www accountingtools com nol  carryforward,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-15 16:25:22.353298+00,13,5006364.0,319435,approved,0,0,0,3,0,0.0,0,4
725097,5009090,0.0,this matches the facts much better the pcepi inflation rate was above   in the most recent month available when the inflation targeting regime was announced however after the first four months of   which were all above     the pcepi inflation rate has stayed below     for the first   months of   inflation was below     but otherwise the us fed has also respected a     lower bound there is no reason that the us fed should have a     target rate their pcepi indicator with its chain fisher formula has much less upward substitution bias than say the canadian cpi so strictly on this basis a lower target inflation rate is appropriate ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-15 21:02:06.036143+00,54,5009064.0,319520,approved,0,0,0,0,0,0.0,0,4
725148,5009157,0.0,half empty shelves and products that are not available last night i made a run to your store to get drain cleaner brand   sold out no sale pricing and only a couple bottles left of brand   this for a full service grocery store ? your deli section is dismal it is not even lit properly what little deli meat you do have is pre sliced in piles and not sliced fresh the save  on up the road a smaller store runs circles around you in this department we are not walmart food shoppers we will pay a bit extra to avoid travelling further and avoid traipsing through a huge barn of a store we support a local butcher bakery and our local farm markets we are the customer you want to attract and retain and you are sending us to loblaws save  on and the iga one note  the staff is great at our west richmond safeway store  one redeeming feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-15 21:16:22.754925+00,54,5009120.0,319544,approved,0,0,0,7,0,0.0,4,4
726062,5010276,0.2,a gong show i wish it were that simple the world is laughing whole heatedly at the us now nobody will ever look at that country again with the same respect they had previously,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16 01:39:31.861062+00,54,5009814.0,319696,approved,0,0,1,15,3,0.0,0,5
726280,5010547,0.0,sorry but the real enemy is poverty much of the gun crimes involve guns that were obtained outside of legal channels ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16 02:43:11.425468+00,54,5010194.0,319696,approved,2,0,0,0,1,0.0,0,4
727068,5011486,0.1,so europeans are not allowed their own countries but the turks the moroccans the algerians the tunisians the egyptians the japanese the thai the vietnamese the koreans etc are ? ,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16 12:34:14.643754+00,54,5009593.0,319659,approved,1,0,0,0,1,0.0,0,10
727222,5011671,0.0,the nyt and bloomberg have both had articles the last few days pointing out ivanka is a complicit party to her fathers doings not a moderating factor i find it interesting the number of posters who write incessantly against donald trump also post in favor of trudeau and the liberals the press and ghese posters incorrectly go on about just how opposite trudeau and trump are canada should be able to look forward to many gold medals in any upcoming olympics i presume with the the display of handsprings one can see ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16 13:30:30.386931+00,54,,319721,approved,3,0,0,0,3,0.0,0,4
727836,5012416,0.0,indeed the courts are checking the unconstitutional actions of the trump administration that what happens when you have a constitution which along with marbury v madison provides limits on the powers of the executive branch of government lacking such checks by the courts all signs indicate that mr trump would operate as a virtual dictator we are very fortunate to have judges with the courage to stand up to the biggest bully in the history of american politics that is of course my opinion the constitution is a wonderful document and needs to be defended from someone like donald trump each time he violates its provisions long live democracy gary crum,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-16 15:55:32.708353+00,13,5010948.0,319689,approved,1,0,0,3,1,0.0,0,4
728493,5013202,0.0,mr morneau is interested in life long learning i have some life long learning for him : soak the rich plans inevitably lead to economic disaster especially when they define rich as anyone with money you would be better to reverse course on the federal plans to carry budget deficits out to the year   and try to live within your means ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-16 18:01:16.480660+00,54,,319870,approved,0,0,0,9,0,0.0,4,6
730591,5015681,0.0, and rebuild the direction of usa prosperity downwards,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-17 01:44:18.048133+00,54,5014607.0,319804,approved,0,0,0,0,0,0.0,0,4
732660,5018169,0.0,they are still chasing the boogeyman,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-17 16:44:15.975330+00,54,5012274.0,319804,approved,0,0,1,2,0,0.0,0,4
733017,5018579,0.0,and your point ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-17 17:44:59.661895+00,53,5013383.0,319868,approved,0,0,0,1,0,0.0,0,6
734405,5020250,0.3,what the heck should be entertaining gold rush is the best show on tv ,0.0,0.2,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-17 22:48:27.741302+00,21,,320136,approved,0,0,0,1,1,0.0,0,10
734418,5020268,0.0,affordable housing areas such as the mayor wright one are aught but a band  aid on a problem that needs much more than a band  aid much more one tidbit for thought : freeze all rents at   rates the owner of the front street land should accept only the appreciation of his her property property values in hawaii are appreciating well above inflation landowners in hawaii are not content with that fine return they want more so they raise rents   annually further enriching the already rich who continue to get richer even without rental increases even people who can afford rents in hnl end up paying a huge portion of their income for a place to live yet we lack the rights of mainlanders when it comes to sleeping in our cars or parking motor homes kampervans ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-17 22:55:00.691074+00,22,,320274,approved,0,0,0,2,0,0.0,4,4
734846,5020799,0.8,i agree that the guy is a reprehensible jerk but why is he referred to as a punahou grad ? what difference does it make where he graduated or where he attends now ? just someort of social class envy ? ,0.0,0.2,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-18 01:31:04.253499+00,55,,320139,approved,0,0,0,1,0,0.0,0,10
735598,5021695,0.0,thank you seanog watched listened appreciated ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-18 12:49:14.840167+00,53,5020735.0,320111,approved,0,0,0,0,0,0.0,0,4
736659,5022970,0.0,oh my god you are joking right ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-18 18:08:04.087903+00,54,5019665.0,320117,approved,0,0,0,0,0,0.0,0,4
737714,5024249,0.0,shame on you for exhibiting some common sense looking for solutions  you should know better than to even attempt such a thing on the rg site ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-19 01:09:35.796236+00,13,5024170.0,320273,rejected,0,0,0,0,0,0.0,0,4
738100,5024700,0.0,none of the videos work not a good sign :  ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-19 05:18:49.429268+00,21,,320526,approved,0,0,0,0,0,0.0,0,4
740381,5027416,0.0, th century ? canada schools teach history so poorly those superstitions that you mention my history challenged canadian friend are from   years earlier the  th century misogynist is the other major world superstition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-20 03:56:41.776811+00,54,5024518.0,320378,rejected,0,0,0,0,0,0.0,4,4
740978,5028127,0.0,it is hard not to notice the similarities between the hutu incitement campaign and the main stream media treatment of trump supporters ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-20 13:24:05.269487+00,54,,320745,approved,1,0,0,8,1,0.0,0,4
741331,5028525,0.14285714285714285,we already cannot get full information from the federal government on the status of the debt  free loans it has made to its favourite shady corporate charity : bombardier imagine the joy party insiders will feel with an infrastructure bank that will allow banksters to pick and choose the best rent seeking lowest priority most liberal party of canada pleasing projects that money and influence can buy in canada ,0.0,0.0,0.0,0.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-20 14:56:32.771300+00,54,,320713,approved,0,0,0,5,1,0.0,0,7
741755,5029028,0.0,on and on it rages ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-20 16:20:08.787452+00,54,,320744,approved,0,0,1,0,0,0.0,4,4
742640,5030054,0.0,well your prayers have been answered ! enter the liberal mind  the psychological causes of political madness by lyle h rossiter jr m d he received his medical and psychiatric training at the university of chicago he is board certified in both general and forensic psychiatry and has diagnosed and treated mental disorders for more than forty years he has been retained by numerous public offices courts and private attorneys as a forensic psychaitrist and has consulted in more than     civil and criminal cases in both state and federal jurisdictions from the book cover  now you can start down the road to mental health ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,2017-03-20 19:07:08.610006+00,13,,320781,approved,0,0,0,0,0,0.0,6,4
745679,5033876,0.0,why not sell them to cppib ? they seem to buy up airports all around the world so perhaps investing some of canadians retirement funds in canada might be a good idea ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-21 16:08:39.546036+00,54,,320985,approved,0,0,0,1,0,0.0,0,4
745774,5034011,0.0,katie brown mr bolden is just another one of millions of reasons not to close the jc mental nut facility ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-21 16:34:46.664218+00,13,,320815,rejected,0,0,0,0,0,0.0,0,4
748213,5036948,0.0,snakes on a plane ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-22 05:25:19.654960+00,55,,321169,approved,1,0,0,0,0,0.0,4,4
749978,5038945,0.0,who said you can keep your own doctor and your premiums will go down ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-22 17:07:48.133491+00,55,5038506.0,321311,approved,0,0,0,6,0,0.0,0,6
751017,5040133,0.0,why do you keep posting as if you live in alaska ? you live in florida ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-22 20:09:43.715810+00,21,5033572.0,320962,approved,0,0,0,0,0,0.0,4,4
751800,5041083,0.0, possibly with the fall fiscal update so investment will continue to suffer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-22 22:57:50.814436+00,54,5040675.0,321409,approved,0,0,0,3,0,0.0,4,4
752887,5042383,0.0,unfortunately unless critics of this make a very serious effort to keep it in the public view most people wo not even notice it is happening or if they do wo not understand what is really happening they are probably counting on that ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23 05:20:30.659372+00,54,5042347.0,321421,approved,0,0,0,2,0,0.0,0,4
752897,5042398,0.2,the city  state government are too busy trying to find more ways to tax us then to tackle this homeless problem i am pissed because the honest person will have to pay for these undesirables for the rest of their lives as they mentioned that they may be fined up to a   as i recalled in a previous article that said they do not fine them because we know they do not have any money my question to anyone out there who wants to answer me is that why does the homeless get more rights than me a honest taxpaying citizen ? i,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-23 05:26:23.473866+00,55,5041420.0,321441,approved,0,1,0,3,0,0.0,4,5
753224,5042795,0.3,someone should explain to trudeau how the economy actually works and how canadians have to earn money to pay taxes and household expenses most canadians cannot simply dip into daddy trust fund trudeau and the liberals are completely out of touch with average canadians ,0.0,0.0,0.1,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23 11:41:59.063284+00,54,,321496,approved,0,0,0,7,1,0.0,0,10
753603,5043235,0.0,roachdale  i think the trump  apology  to  obama thing is yesterday news no one will care because all the attention all the oxygen will be sucked up by the criminal charges laid against members of the trump team  my guess is carter page and roger stone first followed by manafort and maybe flynn possibly even a trump son or two  as a result of their colluding with the russians to timely release the dnc and john podesta emails through wikileaks in order to influence the election colluding with a foreign power and all that legal stuff just starting gonna get real ugly ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-23 13:48:12.025631+00,54,5043166.0,321367,approved,0,0,0,6,0,0.0,0,4
756706,5046755,0.4,is the commenter wrong ? has this motion improved the lot of muslims in canada ? made canadians more sympathetic ? sympathy is more likely to come when canadian see muslims as people like them trying to live life like any other canadian and relying on identity politics or special treatment not a single muslim will experience less discrimination overt or masked as a result of this resolution the liberals know this their motives for this resolution are political ,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-24 00:23:12.440617+00,54,5046567.0,321710,approved,0,0,0,15,2,0.0,10,10
756995,5047068,0.0,the entitlement is allowing drug companies doctors hospitals and other parts of the medical industry to self regulate and eliminate competition ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-24 02:00:00.196468+00,21,5046680.0,321732,approved,0,0,0,9,1,0.0,0,4
758435,5048712,0.0,the pbs version was dreadful not sure yet about this cbc version but i cannot imagine any other definitive anne shirley other than the wonderful megan follows and oh my the brilliant richard farnsworth an colleen dewhearst i watched the series in its first run and now my nieces are just as enamored with it as i i will give this new incarnation a look though ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-24 13:43:54.061590+00,54,,319469,approved,0,0,0,1,0,0.0,0,4
758560,5048846,0.0,if it was passed before why did we need another motion to be passed ? we did not ! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-24 14:10:52.935383+00,54,5048365.0,321751,approved,0,0,0,3,1,0.0,4,4
759591,5050043,0.0,not everyone can afford a ferrari ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-24 17:15:52.439440+00,21,5049815.0,321860,approved,3,0,0,3,0,0.0,0,4
760416,5050991,0.0,i have done stress tests on a portfolio of quality dividend growth stocks by assuming they were purchased in june of   just when the tsx peaked and were then subject the greatest crash since the great depression which began a in the autumn of that year and ended in march of   if these stocks were held only until june of     years the annual return including dividends would have been     if a quality portfolio can recover in as little as   years after the index was down   peak to trough why would any sane investor want to sell with the hope of repurchasing at the bottom buy quality and relax ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-24 19:58:06.042512+00,54,,321952,approved,0,0,0,16,0,0.0,0,4
760888,5051523,0.0,this free market supply and demand canard is hilarious when you are in an ambulance after having a heart attack do you plan to google competing hospitals on your phone to see which one is cheapest ? good luck with that ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-24 21:15:31.158753+00,54,5051328.0,321819,approved,1,0,0,2,0,0.0,0,4
762660,5053591,0.0,guantanamo what qualifications did jt have when he entered politics ? ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-25 13:13:41.350701+00,54,5053271.0,322034,approved,0,0,1,8,1,0.0,0,4
769452,5061788,0.0, and trump lies more often than spicer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-27 19:58:45.282313+00,54,5061782.0,322534,rejected,0,0,0,0,0,0.0,4,4
772177,5064962,0.0,rep kristine lytton d  anacortes chairwoman of the house finance committee and architect of the revenue package lytton justifies the capital gain tax as a good source of revenue because oregon and idaho have a capital gain tax well rep lytton you are welcome to move to oregon or idaho as soon as possible the sooner the better ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-28 17:19:30.034048+00,66,,322695,approved,0,0,0,1,0,0.0,0,4
772364,5065183,0.0,life is not good in us prisons you are much more likely to get a harsher sentence if you are a minority death sentences are handed out at one of the highest rates in the world and canada has an extradition treaty with the usa ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-28 17:54:28.995999+00,54,5064586.0,322675,approved,0,0,0,3,0,0.0,0,4
773365,5066460,0.0,actually the state dot said the contractors equipment broke down last year and why the ruts did not get repaired as scheduled the ruts are not to blame alone the lack of snow tires and speed are mostly the cause as for the cost sure it is in the millions but that is not a state cost ,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-28 22:23:23.931799+00,21,5065457.0,322719,approved,0,0,0,0,1,0.0,0,4
775846,5069529,0.3, you are making up stories there is a law against spending city taxes for rail construction and your lies wo not change that wiliki continuously lies earlier this month on the editorials he said rail pays for itself just another lie along with rail is already paid for ,0.0,0.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-29 17:38:15.945605+00,55,5052726.0,321541,approved,0,0,0,0,1,0.0,0,10
